Date,风速(m/s),雨量(mm),大气温度(℃),雨量累计(mm),数字气压(hPa),简易总辐射(W/m²),风向(°),辐射累计(MJ/m²),大气湿度(%RH),25cm,75cm,125cm,175cm,225cm
2024-05-03 00:00:00,0.8,0.0,20.15,3.7,1015.6,0.0,89.5,6.81,63.2,22.08914575,21.66693918,21.51838411,21.27440659,20.35536598
2024-05-03 00:10:00,1.0,0.0,20.0,0.0,1015.7,0.0,66.0,0.0,62.7,22.10744817,21.67298552,21.5178837,21.24051023,20.36082637
2024-05-03 00:20:00,0.3,0.0,20.0,0.0,1015.6,0.0,34.0,0.0,63.3,22.1109819,21.66869735,21.5071364,21.26228026,20.41736653
2024-05-03 00:30:00,2.0,0.0,20.0,0.0,1015.2,0.0,139.0,0.0,63.5,22.11555705,21.69319048,21.52350555,21.23847254,20.40691316
2024-05-03 00:40:00,0.9,0.0,20.0,0.0,1015.1,0.0,114.0,0.0,62.2,22.09747359,21.69553945,21.52145586,21.16201505,20.41628094
2024-05-03 00:50:00,1.7,0.0,19.9,0.0,1014.8,0.0,83.0,0.0,59.7,22.1100038,21.69335038,21.52065198,21.2314588,20.39761432
2024-05-03 01:00:00,2.4,0.0,20.0,0.0,1014.8,0.0,124.0,0.0,54.1,22.09101208,21.67213117,21.52410716,21.22477618,20.41081148
2024-05-03 01:10:00,1.1,0.0,20.0,0.0,1014.7,0.0,71.0,0.0,53.6,22.08879352,21.69106215,21.51375811,21.24496094,20.35550679
2024-05-03 01:20:00,1.8,0.0,19.9,0.0,1014.4,0.0,107.0,0.0,52.1,22.09009731,21.68457839,21.51440221,21.23967051,20.38489414
2024-05-03 01:30:00,1.3,0.0,19.8,0.0,1014.1,0.0,64.0,0.0,53.0,22.06774657,21.69294787,21.53123105,21.19863583,20.42475727
2024-05-03 01:40:00,3.2,0.0,19.8,0.0,1013.7,0.0,135.0,0.0,50.8,22.04546515,21.66823989,21.52421897,21.18919444,20.41653146
2024-05-03 01:50:00,0.9,0.0,19.9,0.0,1013.8,0.0,155.0,0.0,51.3,22.01923991,21.67396666,21.52304237,21.20279773,20.39183833
2024-05-03 02:00:00,1.0,0.0,19.6,0.0,1014.1,0.0,32.0,0.0,54.7,21.99316505,21.66238142,21.53584228,21.11268469,20.41805025
2024-05-03 02:10:00,0.6,0.0,19.6,0.0,1014.0,0.0,27.0,0.0,51.7,21.97355017,21.70179834,21.50781238,21.1555144,20.40170004
2024-05-03 02:20:00,0.0,0.0,19.6,0.0,1014.0,0.0,226.0,0.0,53.9,21.96120407,21.6882006,21.52496966,21.1778312,20.39484367
2024-05-03 02:30:00,0.9,0.0,19.5,0.0,1014.0,0.0,151.0,0.0,54.8,21.94522836,21.67671174,21.51163952,21.16731453,20.44336248
2024-05-03 02:40:00,0.0,0.0,19.4,0.0,1014.1,0.0,349.0,0.0,56.3,21.92654331,21.69222555,21.51983745,21.17281022,20.45277118
2024-05-03 02:50:00,0.0,0.0,19.2,0.0,1014.2,0.0,302.0,0.0,54.4,21.91925098,21.69129373,21.5147642,21.1558777,20.48127047
2024-05-03 03:00:00,1.2,0.0,18.9,0.0,1014.2,0.0,211.0,0.0,56.0,21.9026909,21.69069273,21.51808067,21.16664368,20.42982576
2024-05-03 03:10:00,0.6,0.0,18.9,0.0,1014.0,0.0,29.0,0.0,60.1,21.89349699,21.68553216,21.5125125,21.18842265,20.40476316
2024-05-03 03:20:00,1.3,0.0,19.3,0.0,1013.6,0.0,97.0,0.0,54.2,21.88062308,21.67888916,21.52062536,21.13787776,20.42288864
2024-05-03 03:30:00,1.4,0.0,19.3,0.0,1013.4,0.0,78.0,0.0,54.7,21.8586504,21.70120826,21.52212134,21.14138115,20.47737386
2024-05-03 03:40:00,1.0,0.0,19.3,0.0,1013.2,0.0,80.0,0.0,54.8,21.84005351,21.69145914,21.51284785,21.14886924,20.42508611
2024-05-03 03:50:00,0.0,0.0,19.1,0.0,1013.7,0.0,151.0,0.0,60.5,21.82119367,21.79523826,21.51728747,21.06550893,20.43142833
2024-05-03 04:00:00,0.0,0.0,19.0,0.0,1013.9,0.0,69.0,0.0,59.9,21.80998674,21.77354539,21.5142159,21.14257135,20.46376335
2024-05-03 04:10:00,0.0,0.0,18.8,0.0,1013.7,0.0,330.0,0.0,60.0,21.80723108,21.71297778,21.51998651,21.14638799,20.43588124
2024-05-03 04:20:00,0.0,0.0,18.9,0.0,1013.4,0.0,138.0,0.0,54.8,21.78588057,21.78970382,21.50805723,21.04956978,20.44701723
2024-05-03 04:30:00,0.2,0.0,19.0,0.0,1013.7,0.0,203.0,0.0,57.7,21.78585438,21.7210645,21.51730344,21.08151422,20.43460746
2024-05-03 04:40:00,0.8,0.0,18.8,0.0,1013.8,0.0,46.0,0.0,57.7,21.75506419,21.73740689,21.52987863,21.09126037,20.50762735
2024-05-03 04:50:00,0.2,0.0,18.8,0.0,1013.9,0.0,288.0,0.0,57.4,21.75859819,21.74476302,21.50201088,21.08860316,20.4408878
2024-05-03 05:00:00,0.5,0.0,18.8,0.0,1013.6,0.0,72.0,0.0,59.5,21.7332458,21.74474647,21.52416573,21.07929284,20.49290924
2024-05-03 05:10:00,0.2,0.0,18.7,0.0,1013.6,0.0,194.0,0.0,59.6,21.73150288,21.72814269,21.51093156,21.07889099,20.42796223
2024-05-03 05:20:00,0.3,0.0,18.8,0.0,1013.6,0.0,226.0,0.0,61.2,21.72255858,21.72011566,21.50384708,21.06043154,20.48286887
2024-05-03 05:30:00,0.0,0.0,18.7,0.0,1013.7,0.0,10.0,0.0,64.1,21.7032707,21.68878503,21.50696608,21.0611457,20.46847401
2024-05-03 05:40:00,0.6,0.0,19.0,0.0,1013.6,0.0,137.0,0.0,58.8,21.70489268,21.70441238,21.53319052,21.08860875,20.50607024
2024-05-03 05:50:00,0.0,0.0,19.1,0.0,1013.7,0.0,164.0,0.0,54.7,21.68097441,21.67735669,21.53028861,21.06722196,20.46941931
2024-05-03 06:00:00,0.65,0.0,19.0,0.0,1013.5,5.0,153.5,0.0,53.7,21.67953598,21.66223814,21.50611978,21.05750808,20.46926785
2024-05-03 06:10:00,1.3,0.0,18.9,0.0,1013.3,10.0,143.0,0.0,52.7,21.66696778,21.66565504,21.499733,21.09201401,20.47449592
2024-05-03 06:20:00,0.2,0.0,18.9,0.0,1013.5,16.0,334.0,0.01,52.3,21.63689662,21.64586736,21.52712594,21.02770789,20.4980344
2024-05-03 06:30:00,0.9,0.0,18.6,0.0,1013.8,22.0,344.0,0.02,57.1,21.63680775,21.63358267,21.54355855,21.05857925,20.45896943
2024-05-03 06:40:00,0.2,0.0,18.5,0.0,1013.9,43.0,177.0,0.04,60.0,21.63340446,21.62670328,21.52539558,21.02274001,20.52662864
2024-05-03 06:50:00,0.0,0.0,18.7,0.0,1013.8,43.0,129.0,0.06,54.0,21.61757655,21.61897113,21.55396547,21.05306182,20.46529872
2024-05-03 07:00:00,0.4,0.0,18.9,0.0,1013.9,45.0,74.0,0.09,52.3,21.61172288,21.60571763,21.56845477,21.06877322,20.48208533
2024-05-03 07:10:00,1.2,0.0,18.8,0.0,1013.8,43.0,160.0,0.12,51.7,21.60262438,21.6028713,21.50417707,21.07471641,20.47971389
2024-05-03 07:20:00,0.0,0.0,18.9,0.0,1013.9,43.0,158.0,0.14,55.1,21.59554904,21.58892795,21.55717203,21.02287939,20.48270171
2024-05-03 07:30:00,0.2,0.0,18.6,0.0,1013.9,43.0,183.0,0.17,54.5,21.58620153,21.58835003,21.54939028,21.0360612,20.47430267
2024-05-03 07:40:00,0.3,0.0,18.7,0.0,1013.9,54.0,189.0,0.2,56.1,21.57509979,21.57849326,21.55951046,21.07823241,20.43607961
2024-05-03 07:50:00,0.8,0.0,18.7,0.0,1013.9,48.0,157.0,0.23,53.6,21.57031997,21.57419005,21.57147555,21.00754929,20.45940285
2024-05-03 08:00:00,0.0,0.0,18.7,0.0,1014.2,36.0,52.0,0.25,61.9,21.56240123,21.56708109,21.56277587,21.06490631,20.49231367
2024-05-03 08:10:00,0.4,0.0,18.5,0.0,1014.3,36.0,333.0,0.27,61.0,21.56242735,21.5576185,21.54574739,21.07262366,20.50462812
2024-05-03 08:20:00,0.3,0.0,18.1,0.0,1014.4,43.0,253.0,0.3,62.3,21.53749033,21.54627091,21.54279168,21.00946671,20.47527415
2024-05-03 08:30:00,1.2,0.0,18.2,0.0,1014.5,63.0,199.0,0.33,65.9,21.55274933,21.54887796,21.51927847,21.04743897,20.48702172
2024-05-03 08:40:00,1.8,0.2,18.3,0.4,1014.5,108.0,172.0,0.38,58.5,21.55045142,21.54808044,21.53107664,21.05456804,20.50011381
2024-05-03 08:50:00,0.0,0.2,18.1,1.0,1014.8,107.0,269.0,0.44,69.6,21.53756865,21.53874191,21.51627069,21.03560949,20.50657708
2024-05-03 09:00:00,0.2,0.0,17.6,1.8,1014.9,108.0,279.0,0.51,74.6,21.53911427,21.53901687,21.5277755,21.01424383,20.50487892
2024-05-03 09:10:00,0.4,0.0,17.5,2.2,1014.7,60.0,38.0,0.56,70.4,21.53449839,21.53543143,21.51939559,21.04610586,20.50771095
2024-05-03 09:20:00,0.0,0.2,17.5,2.6,1014.7,51.0,213.0,0.59,68.3,21.50897989,21.5203497,21.52035917,21.05368662,20.5223587
2024-05-03 09:30:00,0.9,0.0,17.5,2.8,1014.5,60.0,203.0,0.63,65.4,21.51720155,21.51765597,21.51595662,21.04978175,20.52398407
2024-05-03 09:40:00,1.4,0.2,17.4,4.0,1014.9,65.0,184.0,0.67,65.5,21.50713209,21.52094894,21.50429949,21.01306762,20.50483712
2024-05-03 09:50:00,0.9,0.8,16.9,9.6,1014.9,57.0,146.0,0.7,72.6,21.50294076,21.50841024,21.49685382,21.05348579,20.50702645
2024-05-03 10:00:00,0.4,0.4,16.4,15.0,1015.0,70.0,197.0,0.74,77.1,21.49026887,21.49328053,21.48417308,21.04021604,20.54516932
2024-05-03 10:10:00,0.0,0.8,15.7,19.4,1015.0,87.0,306.0,0.79,85.1,21.48527475,21.48478587,21.47936854,21.04877211,20.51554922
2024-05-03 10:20:00,0.3,0.8,15.5,28.2,1014.8,84.0,178.0,0.84,83.2,21.4800409,21.48129715,21.47085635,21.13201135,20.51565373
2024-05-03 10:30:00,0.8,0.6,15.2,36.2,1014.6,109.0,164.0,0.9,85.1,21.47471346,21.46996986,21.4548989,21.10997616,20.55063252
2024-05-03 10:40:00,0.8,0.2,15.4,42.6,1014.3,105.0,77.0,0.96,81.0,21.46649077,21.46346672,21.44599628,21.11999001,20.51387176
2024-05-03 10:50:00,1.8,0.2,15.5,44.6,1014.1,94.0,174.0,1.02,79.8,21.45212388,21.44506522,21.43889737,21.00842996,20.56267385
2024-05-03 11:00:00,2.1,0.2,15.6,46.4,1014.0,116.0,121.0,1.08,81.3,21.44402859,21.43713749,21.43721714,21.12392235,20.52334646
2024-05-03 11:10:00,0.5,0.2,15.6,49.4,1014.3,187.0,261.0,1.18,84.5,21.43227304,21.42254207,21.41542044,21.22248727,20.5378717
2024-05-03 11:20:00,0.9,0.2,15.6,52.0,1014.3,183.0,16.0,1.29,83.0,21.42538423,21.41881009,21.41632938,21.00537556,20.53595331
2024-05-03 11:30:00,1.1,0.0,15.6,53.0,1014.4,192.0,153.0,1.4,82.8,21.43330041,21.42283844,21.41211434,21.0737063,20.56342682
2024-05-03 11:40:00,0.3,0.0,15.7,53.6,1014.8,163.0,224.0,1.51,85.7,21.44269336,21.42416665,21.41240135,21.0526769,20.5237907
2024-05-03 11:50:00,0.9,0.0,15.9,53.8,1014.7,118.0,63.0,1.61,84.5,21.43706059,21.42184505,21.41733401,21.17212253,20.5445629
2024-05-03 12:00:00,0.0,0.0,15.7,54.0,1014.8,123.0,152.0,1.68,84.2,21.43984564,21.42189993,21.40351497,21.14861217,20.5499215
2024-05-03 12:10:00,0.3,0.0,15.8,54.2,1014.6,98.0,156.0,1.75,81.8,21.43282062,21.4170759,21.40453004,21.06487842,20.52691088
2024-05-03 12:20:00,1.7,0.0,15.9,54.2,1014.6,118.0,195.0,1.81,82.6,21.42549374,21.41994612,21.417738,21.04702621,20.51391879
2024-05-03 12:30:00,0.9,0.0,15.9,54.2,1014.4,152.0,128.0,1.89,80.5,21.41988298,21.4163954,21.40981823,21.08911673,20.55161019
2024-05-03 12:40:00,2.4,0.0,15.9,54.2,1014.3,128.0,125.0,1.97,80.6,21.41049258,21.40814781,21.39980026,21.11980011,20.49834787
2024-05-03 12:50:00,0.8,0.0,15.9,54.4,1014.1,117.0,180.0,2.05,80.4,21.41180645,21.4082356,21.40956843,21.09442573,20.52902243
2024-05-03 13:00:00,1.6,0.4,15.8,56.6,1013.7,181.0,110.0,2.13,82.2,21.41554481,21.40786248,21.39967803,21.15791781,20.48542846
2024-05-03 13:10:00,0.0,0.4,15.7,60.4,1013.6,200.0,221.0,2.24,84.3,21.40280794,21.40042257,21.39381144,20.99262477,20.53352273
2024-05-03 13:20:00,0.6,0.4,15.8,63.4,1013.5,183.0,87.0,2.36,82.6,21.40372026,21.40429604,21.39359889,21.15838174,20.48565831
2024-05-03 13:30:00,0.0,0.2,15.9,65.2,1013.5,125.0,275.0,2.45,86.7,21.38636704,21.39760267,21.38179289,21.15847676,20.52204512
2024-05-03 13:40:00,1.0,0.2,15.9,66.6,1013.3,134.0,219.0,2.52,85.6,21.39847586,21.39093749,21.38806756,20.98764899,20.52107828
2024-05-03 13:50:00,1.2,0.4,15.8,69.2,1013.3,130.0,143.0,2.6,84.7,21.38743555,21.38957712,21.38812601,21.12933536,20.5304441
2024-05-03 14:00:00,0.9,0.2,16.0,70.8,1013.0,225.0,195.0,2.71,85.1,21.40150986,21.39326885,21.39909347,21.10272245,20.50366149
2024-05-03 14:10:00,0.9,0.2,16.0,72.4,1013.1,163.0,206.0,2.83,84.6,21.3962239,21.39550155,21.38767438,21.14529271,20.5300155
2024-05-03 14:20:00,2.1,0.0,16.0,73.0,1012.8,183.0,129.0,2.93,83.3,21.4019634,21.39453605,21.38827478,21.13527411,20.55920714
2024-05-03 14:30:00,1.1,0.0,15.9,73.2,1012.7,126.0,148.0,3.04,82.4,21.39340902,21.38969231,21.37393577,21.10667027,20.50891277
2024-05-03 14:40:00,0.6,0.0,15.9,73.4,1012.7,105.0,162.0,3.1,83.3,21.40041511,21.38516162,21.379365,21.05269922,20.49150915
2024-05-03 14:50:00,0.3,0.8,15.9,76.2,1012.8,131.0,190.0,3.18,83.3,21.39287734,21.38028575,21.37784031,21.13477127,20.48804561
2024-05-03 15:00:00,1.4,0.2,15.8,80.2,1012.3,152.0,105.0,3.28,83.4,21.3877952,21.37435737,21.37474322,21.09375022,20.49985258
2024-05-03 15:10:00,0.4,0.2,15.9,80.6,1012.3,92.0,178.0,3.34,85.1,21.35903867,21.37544319,21.36575555,21.11303094,20.49156661
2024-05-03 15:20:00,0.8,0.0,15.9,80.8,1012.2,107.0,100.0,3.4,83.9,21.37264442,21.36351672,21.36097536,21.1151867,20.50605979
2024-05-03 15:30:00,1.1,0.0,15.9,81.0,1012.0,206.0,154.0,3.49,82.5,21.37103413,21.36455848,21.36185701,21.13076552,20.51272735
2024-05-03 15:40:00,1.1,0.0,16.1,81.0,1012.3,98.0,166.0,3.6,82.8,21.38068072,21.37158807,21.37023861,21.11786198,20.47577557
2024-05-03 15:50:00,1.6,0.0,16.1,81.2,1012.3,60.0,178.0,3.64,81.8,21.3707423,21.36867085,21.35496342,21.07091604,20.49759553
2024-05-03 16:00:00,0.6,0.0,16.0,81.2,1012.4,42.0,206.0,3.67,82.2,21.35606873,21.35518334,21.34740146,21.12497251,20.47877369
2024-05-03 16:10:00,1.3,0.0,16.1,81.2,1012.3,54.0,90.0,3.7,80.9,21.35269771,21.35322626,21.33972353,21.12385531,20.4759636
2024-05-03 16:20:00,3.3,0.2,16.1,81.4,1011.8,96.0,162.0,3.74,81.6,21.33808978,21.33785696,21.33501419,21.17002037,20.48250844
2024-05-03 16:30:00,0.5,0.2,16.0,84.0,1011.9,98.0,271.0,3.8,82.7,21.33648015,21.33477152,21.32962566,21.09017737,20.48104064
2024-05-03 16:40:00,1.0,0.0,16.0,85.8,1011.9,66.0,142.0,3.85,82.9,21.33643327,21.3326836,21.31501774,21.20116985,20.53281186
2024-05-03 16:50:00,0.9,0.0,16.0,87.2,1012.1,48.0,124.0,3.89,85.5,21.31176646,21.32325873,21.30997576,21.19336679,20.46076581
2024-05-03 17:00:00,0.4,0.0,16.1,87.8,1012.3,32.0,48.0,3.91,82.8,21.31174563,21.31457494,21.30421244,21.1372408,20.4913263
2024-05-03 17:10:00,0.9,0.6,16.0,90.2,1012.4,35.0,160.0,3.92,83.3,21.31231847,21.30671405,21.29673041,21.26261629,20.44354
2024-05-03 17:20:00,0.0,0.2,15.8,97.0,1012.6,4.0,311.0,3.94,87.2,21.30338263,21.28747436,21.2865116,21.1101772,20.47540473
2024-05-03 17:30:00,2.3,0.0,15.8,98.8,1012.3,23.0,156.0,3.95,86.0,21.29344288,21.29364046,21.28842684,21.17132862,20.42496606
2024-05-03 17:40:00,0.0,0.6,15.8,101.2,1012.5,26.0,229.0,3.96,87.2,21.28904873,21.27718071,21.26814706,21.15867798,20.44267854
2024-05-03 17:50:00,0.0,0.2,15.5,105.8,1012.3,18.0,78.0,3.97,88.5,21.26894473,21.26528502,21.25638404,21.12294482,20.41070189
2024-05-03 18:00:00,0.95,0.2,15.45,107.7,1012.45,9.0,106.0,3.975,88.1,21.2708758,21.25986076,21.2580598,21.12009055,20.52618439
2024-05-03 18:10:00,1.9,0.2,15.4,109.6,1012.6,0.0,134.0,3.98,87.7,21.24687848,21.25452456,21.24391258,21.17780324,20.48862024
2024-05-03 18:20:00,2.7,0.2,15.5,111.6,1012.5,0.0,166.0,3.98,88.0,21.23721069,21.23788418,21.22319547,21.19857989,20.49272116
2024-05-03 18:30:00,1.1,0.0,15.5,112.6,1012.3,19.0,94.0,3.98,88.8,21.22056779,21.22618782,21.22717089,21.19973221,20.49559455
2024-05-03 18:40:00,1.9,0.0,15.5,113.0,1012.4,3.0,152.0,3.99,88.5,21.23153956,21.22664732,21.22746773,21.16411689,20.50967044
2024-05-03 18:50:00,1.2,0.2,15.5,113.4,1012.5,0.0,160.0,3.99,88.9,21.22427171,21.22633552,21.222199,21.10367727,20.48796203
2024-05-03 19:00:00,0.9,0.0,15.4,113.4,1012.9,0.0,195.0,3.99,88.9,21.2133893,21.21824567,21.19811856,21.02537722,20.44290304
2024-05-03 19:10:00,1.2,0.0,15.5,113.6,1012.8,0.0,181.0,3.99,88.5,21.19913814,21.199401,21.18681788,21.11289691,20.43296307
2024-05-03 19:20:00,0.0,0.4,15.5,117.0,1013.1,0.0,141.0,3.99,89.2,21.18720852,21.18588092,21.18537695,21.14890836,20.46885004
2024-05-03 19:30:00,0.0,0.2,15.5,121.6,1012.9,0.0,192.0,3.99,90.4,21.18219587,21.18530695,21.17460272,20.94967995,20.42197522
2024-05-03 19:40:00,0.4,0.2,15.5,123.1,1012.85,0.0,159.5,3.99,90.55,21.16562605,21.17282299,21.16450277,21.08563909,20.50271055
2024-05-03 19:50:00,0.8,0.2,15.5,124.6,1012.8,0.0,127.0,3.99,90.7,21.15558277,21.16347267,21.16178604,21.13209515,20.50901727
2024-05-03 20:00:00,0.9,0.0,15.4,124.8,1012.8,0.0,75.0,3.99,90.2,21.15821824,21.15214059,21.15038544,21.06156973,20.47186356
2024-05-03 20:10:00,0.0,0.0,15.4,125.2,1013.0,0.0,225.0,3.99,91.4,21.14560824,21.15417299,21.1483205,21.01820743,20.47598972
2024-05-03 20:20:00,0.0,0.0,15.3,125.4,1012.9,0.0,192.0,3.99,92.0,21.13784356,21.14612573,21.14222137,21.04250831,20.49509823
2024-05-03 20:30:00,0.4,0.0,15.3,125.4,1012.8,0.0,149.0,3.99,91.7,21.12416093,21.13701993,21.13414827,21.00016453,20.52913219
2024-05-03 20:40:00,0.5,0.0,15.4,125.6,1012.8,0.0,286.0,3.99,91.0,21.1211472,21.13024746,21.1208522,21.119303,20.52833251
2024-05-03 20:50:00,0.9,0.0,15.4,125.6,1013.1,0.0,88.0,3.99,91.2,21.11416926,21.11636085,21.11488781,21.11298068,20.51671457
2024-05-03 21:00:00,0.4,0.0,15.4,125.8,1013.2,0.0,88.0,3.99,91.7,21.11309898,21.11692324,21.11073367,21.1106463,20.48571577
2024-05-03 21:10:00,0.0,0.0,15.4,125.8,1013.3,0.0,80.0,3.99,91.8,21.10946219,21.1119984,21.10996638,21.06380154,20.49085613
2024-05-03 21:20:00,0.0,0.0,15.4,125.8,1013.5,0.0,185.0,3.99,91.8,21.09932677,21.10772362,21.09755323,21.05547179,20.49780974
2024-05-03 21:30:00,0.0,0.0,15.4,126.0,1013.5,0.0,262.0,3.99,92.2,21.09435041,21.0939787,21.09037939,21.08798912,20.47395795
2024-05-03 21:40:00,0.0,0.0,15.4,126.0,1013.5,0.0,213.0,3.99,92.7,21.09059495,21.09161541,21.09140569,21.06674208,20.50377644
