Metric,albedo,emissivity,CE,CH,rso_scale,cloud_scale,wind_exponent,Qsw,Qlw,Qe,Qh,Qnet,Residual_W_m2
Summer,0.05,0.96,0.00156,0.00104,0.9,1.2,0.16666666666666666,154.15268019038984,-3.1967274635246667,-62.78933115691702,-0.244230015146213,87.92239155480193,
Summer,0.05,0.96,0.00156,0.00104,1.1,0.8,0.125,154.15268019038984,-8.906413527145787,-58.716763189213495,-0.22838905429968803,86.30111441973088,
Summer,0.05,0.96,0.00156,0.00104,1.1,0.8,0.16666666666666666,154.15268019038984,-8.906413527145787,-62.78933115691702,-0.244230015146213,82.21270549118081,
Summer,0.05,0.96,0.00156,0.00104,1.1,1.2,0.125,154.15268019038984,-0.5307110202938929,-58.716763189213495,-0.22838905429968803,94.67681692658277,
Summer,0.05,0.96,0.00156,0.00104,1.1,1.2,0.16666666666666666,154.15268019038984,-0.5307110202938929,-62.78933115691702,-0.244230015146213,90.58840799803271,
Summer,0.05,0.96,0.00156,0.00156,0.9,0.8,0.125,154.15268019038984,-11.69720553042822,-58.716763189213495,-0.34258358144953205,83.3961278892986,
Summer,0.05,0.96,0.00156,0.00156,0.9,0.8,0.16666666666666666,154.15268019038984,-11.69720553042822,-62.78933115691702,-0.3663450227193195,79.29979848032528,
Summer,0.05,0.96,0.00156,0.00156,0.9,1.2,0.125,154.15268019038984,-3.1967274635246667,-58.716763189213495,-0.34258358144953205,91.89660595620215,
Summer,0.05,0.96,0.00156,0.00156,0.9,1.2,0.16666666666666666,154.15268019038984,-3.1967274635246667,-62.78933115691702,-0.3663450227193195,87.80027654722883,
Summer,0.05,0.96,0.00156,0.00156,1.1,0.8,0.125,154.15268019038984,-8.906413527145787,-58.716763189213495,-0.34258358144953205,86.18691989258103,
Summer,0.05,0.96,0.00156,0.00156,1.1,0.8,0.16666666666666666,154.15268019038984,-8.906413527145787,-62.78933115691702,-0.3663450227193195,82.09059048360771,
Summer,0.05,0.96,0.00156,0.00156,1.1,1.2,0.125,154.15268019038984,-0.5307110202938929,-58.716763189213495,-0.34258358144953205,94.56262239943293,
Summer,0.05,0.96,0.00156,0.00156,1.1,1.2,0.16666666666666666,154.15268019038984,-0.5307110202938929,-62.78933115691702,-0.3663450227193195,90.4662929904596,
Summer,0.05,0.99,0.00104,0.00104,0.9,0.8,0.125,154.15268019038984,-26.357201744220163,-39.14450879280899,-0.22838905429968803,88.422580599061,
Summer,0.05,0.99,0.00104,0.00104,0.9,0.8,0.16666666666666666,154.15268019038984,-26.357201744220163,-41.85955410461134,-0.244230015146213,85.69169432641213,
Summer,0.05,0.99,0.00104,0.00104,0.9,1.2,0.125,154.15268019038984,-17.85672367731661,-39.14450879280899,-0.22838905429968803,96.92305866596456,
Summer,0.05,0.99,0.00104,0.00104,0.9,1.2,0.16666666666666666,154.15268019038984,-17.85672367731661,-41.85955410461134,-0.244230015146213,94.19217239331569,
Summer,0.05,0.99,0.00104,0.00104,1.1,0.8,0.125,154.15268019038984,-23.56640974093773,-39.14450879280899,-0.22838905429968803,91.21337260234344,
Summer,0.05,0.99,0.00104,0.00104,1.1,0.8,0.16666666666666666,154.15268019038984,-23.56640974093773,-41.85955410461134,-0.244230015146213,88.48248632969457,
Summer,0.05,0.99,0.00104,0.00104,1.1,1.2,0.125,154.15268019038984,-15.190707234085835,-39.14450879280899,-0.22838905429968803,99.58907510919533,
Summer,0.05,0.99,0.00104,0.00104,1.1,1.2,0.16666666666666666,154.15268019038984,-15.190707234085835,-41.85955410461134,-0.244230015146213,96.85818883654646,
