Date,St(J/m2),N2_max(1/s2),log10_Rib,St_24h,N2_max_24h,log10_Rib_med24h
2024-11-28 11:00:00,0.017555858202709485,8.402021852559254e-05,0.8067692089960119,0.0832729267138527,0.000295890548113651,1.734101981625012
2024-11-28 12:00:00,0.057935619083523245,0.0001619916727984422,1.3353366633032293,0.08362840390317637,0.00029493507795413004,1.6879883868699235
2024-11-28 13:00:00,0.19919879830170628,0.0006212929165778333,2.4869424040194974,0.08365020634101754,0.00029431716192593744,1.734101981625012
2024-11-28 14:00:00,0.32227237170471174,0.0010527132699749333,2.8257355138161113,0.08391182398695024,0.00029441513474316863,1.734101981625012
2024-11-28 15:00:00,0.40497322539853076,0.0013830752399562832,2.8214474408833548,0.08393631688237672,0.00029383108988394804,1.734101981625012
2024-11-28 16:00:00,0.366526018927852,0.0011827086008478168,3.2191843164041676,0.08378835326531532,0.00029317302069128075,1.8097840184237888
2024-11-28 17:00:00,0.2749974663205813,0.0008006085319099001,2.7320887043925475,0.08357500593696061,0.00029290790854407924,1.8097840184237888
2024-11-28 18:00:00,0.1608186297746543,0.0005978379465406666,3.3354524462303616,0.0837578802947208,0.0002928591924655477,1.8097840184237888
2024-11-28 19:00:00,0.05836751193829027,0.000195210592453444,2.1880909308845133,0.08350653696844033,0.0002919065923176086,1.8097840184237888
2024-11-28 20:00:00,0.0053600892885694,5.620133167650624e-05,0.257119790624769,0.08344452970507799,0.0002915759756685437,1.7501590263791322
2024-11-28 21:00:00,0.0114521772295303,5.8338826451229646e-05,1.734101981625012,0.08358900625512476,0.00029217779905169066,1.7501590263791322
2024-11-28 22:00:00,0.008749570639676801,5.3369403179164124e-05,,0.08377667722654354,0.0002929782837584831,1.7501590263791322
2024-11-28 23:00:00,0.005066563731698716,4.014414772838434e-05,0.9730018657447148,0.08363671221862035,0.00029143753783172395,1.7501590263791322
2024-11-29 00:00:00,0.0033141719460307497,4.3113614829198e-05,2.483347039938722,0.08340661893239759,0.00029108003268241833,1.7501590263791322
2024-11-29 01:00:00,0.00746810660928755,5.394824593498291e-05,,0.0839520250518385,0.00029275009740081705,1.7501590263791322
2024-11-29 02:00:00,0.0055478695445106,6.031360516587622e-05,,0.08366818163611241,0.000289391494941858,1.7501590263791322
2024-11-29 03:00:00,0.0039554923529978026,4.952932435480633e-05,,0.08269640801536572,0.00028866272516354344,1.7501590263791322
2024-11-29 04:00:00,0.0040165569063489335,5.4839205234471604e-05,1.1965788388192728,0.08108497595075324,0.00028337418425635386,1.7501590263791322
2024-11-29 05:00:00,0.010016515156394467,7.507107118667784e-05,0.7717531634352958,0.08185965312376424,0.00029212257166527677,1.7501590263791322
2024-11-29 06:00:00,0.006967544156608617,4.2962395974797866e-05,1.549686600524675,0.08495210605889773,0.0003065946509579851,1.7501590263791322
2024-11-29 07:00:00,0.00940917910749345,5.8589251650716606e-05,1.7662160711332526,0.0890073778994761,0.0003119592637259448,1.7501590263791322
2024-11-29 08:00:00,0.03362316367693377,0.0001241475647817662,2.1185010463580127,0.09465306903068044,0.0003325248182102437,1.7501590263791322
2024-11-29 09:00:00,0.021113550093239817,8.970309141720057e-05,1.5497639362309956,0.09899226872613487,0.00034709743688892325,1.7662160711332526
2024-11-29 10:00:00,0.008575043155007718,5.477083881068336e-05,1.436076261307584,0.10004485684441951,0.000350085433526653,1.932060374221811
2024-11-29 11:00:00,0.012033619333363632,7.544009494225781e-05,0.547773235148835,0.10000934688098172,0.00035104001726016053,2.0979046773103693
2024-11-29 12:00:00,0.07102536595010515,0.0002020732260400118,1.3507412801138419,0.10022904362414303,0.0003518367430299509,2.0979046773103693
2024-11-29 13:00:00,0.19238655632428003,0.0005406864575628166,2.0979046773103693,0.1004796522416278,0.00035269847334372015,2.0074669644242427
2024-11-29 14:00:00,0.29894980480679106,0.0010352227952953833,2.2338534140201225,0.10028617044191175,0.00035190104122087925,1.9170292515381155
2024-11-29 15:00:00,0.36629885584783145,0.0012561502581837334,2.2537817862259444,0.1001493381771048,0.00035157208046422694,1.841622661335684
2024-11-29 16:00:00,0.38511827108011576,0.0013926698986619667,2.771894520033351,0.10010990701952864,0.000352210525179221,1.841622661335684
2024-11-29 17:00:00,0.3492163367637852,0.0011479384349349,2.668057187089818,0.10008058978322087,0.00035263678458838794,1.841622661335684
2024-11-29 18:00:00,0.25814515394853516,0.0007265886529717,3.106501898206153,0.10006112008518259,0.0003519912887682465,1.8819475147913853
2024-11-29 19:00:00,0.19386409908719412,0.0006887839000766166,2.783249613309062,0.09978265940539098,0.00035253008945498963,1.9170292515381155
2024-11-29 20:00:00,0.1095008819794756,0.00040594417996481664,,0.09978380338587928,0.0003528599305836708,1.9976201970505694
2024-11-29 21:00:00,0.03671429206836188,0.00013005074575674473,,0.09966864011623476,0.000352622191652422,1.9976201970505694
2024-11-29 22:00:00,0.007897331517169717,7.62794127833437e-05,2.110850680602161,0.09971539457145989,0.00035266847072346107,1.9976201970505694
2024-11-29 23:00:00,0.010339285567570434,5.9265566203352855e-05,1.9170292515381155,0.10002051452413036,0.0003536003920445751,1.9976201970505694
2024-11-30 00:00:00,0.009328778765665601,6.379514235965985e-05,,0.10091698991737715,0.0003562260309649657,1.9976201970505694
2024-11-30 01:00:00,0.0028245434161020496,3.480987498680137e-05,0.3040626404625048,0.10312706084919276,0.0003626822886497306,2.0979046773103693
2024-11-30 02:00:00,0.002263895189143567,5.24185470062202e-05,1.192887525140775,0.10518500732462127,0.00036743984868242707,2.110850680602161
2024-11-30 03:00:00,0.0030091445711698836,6.485199751466544e-05,,0.10641846584888932,0.0003658072994391118,2.110850680602161
2024-11-30 04:00:00,0.0033129432349629333,6.506943105447638e-05,1.5512952429877036,0.10686285662077795,0.00036628553701129724,2.110850680602161
2024-11-30 05:00:00,0.0095492424034752,5.9579171503284095e-05,1.8468657780446553,0.10688249482130191,0.0003648388652979097,2.110850680602161
2024-11-30 06:00:00,0.00028448784161013335,5.5893612456633675e-05,,0.10817182062712442,0.0003728354654931049,2.110850680602161
2024-11-30 07:00:00,0.009436634639212535,6.650543873906532e-05,1.9976201970505694,0.1121721691079542,0.00038988740230163336,2.110850680602161
2024-11-30 08:00:00,0.030859245205465236,0.00011844183043179359,2.5469543486265933,0.11578656549412968,0.0003937981355429743,2.0542354388263653
2024-11-30 09:00:00,0.02223565701864355,9.081378912213934e-05,1.7993039215255244,0.12054883107731347,0.0004124724109675188,2.0542354388263653
2024-11-30 10:00:00,0.015897922019098384,7.713695051741916e-05,1.5078916857632296,0.12455017560219482,0.0004287353366789065,2.0542354388263653
2024-11-30 11:00:00,0.0335490287712869,0.00013845542903163333,1.8892716954271567,0.12640729792345337,0.00043316196280840423,1.9976201970505694
2024-11-30 12:00:00,0.12406706831368008,0.00035702341047436667,2.186646945625749,0.1263697918958024,0.0004334433929353344,2.092133571338159
2024-11-30 13:00:00,0.24177727173456412,0.0006548678983475334,2.694149343032814,0.12629789186313226,0.0004334651820075169,2.092133571338159
2024-11-30 14:00:00,0.3285528093892239,0.0009960416134558168,3.053156618795447,0.1265793172944091,0.000434532447774151,2.186646945625749
2024-11-30 15:00:00,0.3769642343731592,0.0012676279599161833,3.158193449813332,0.12681178297475998,0.00043493475662446956,2.366800647126171
2024-11-30 16:00:00,0.38558958789269027,0.0013579497775406668,2.7947420130710388,0.12698013398974475,0.00043518635515546163,2.366800647126171
2024-11-30 17:00:00,0.38016015610352594,0.0013398568396195834,3.11582657463379,0.12719371919034778,0.0004355739326465905,2.5469543486265933
